Brand Name,Name of the Product,price,Return/Exchange,Expected Delivery,Availability,Product URL
Yamaha,"Yamaha FS80C Acoustic Guitar Cutaway Concert Body With Mexa Sponge Bag, Guitar Belt, Guitar Stand, String Set & Plectrums.(NT)","9,299",7 days Replacement,"Friday, 7 June",Only 2 left in stock.,https://www.amazon.in/FS80C-Acoustic-Cutaway-Concert-Plectrums/dp/B08XVV1WH7/ref=sr_1_41?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs&dib_tag=se&keywords=guitar&qid=1717413583&sprefix=%2Caps%2C212&sr=8-41
blueberry,"BLUEBERRY 38C, Acoustic Guitar Kit with Bag, Strap, One Pack Strings And Picks - 38 Inch (Redburst)","2,495",7 days Replacement,"Thursday, 6 June",In stock,https://www.amazon.in/Blueberry-Acoustic-Guitar-Strings-Redburst/dp/B09N9R525J/ref=sr_1_42?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs&dib_tag=se&keywords=guitar&qid=1717413583&sprefix=%2Caps%2C212&sr=8-42
Kadence,"Kadence Guitar Acoustica Series, Electric Acoustic Guitar, Ash Wood with Pickup and Inbuilt tuner (Ash Wood, Electro Acoustic) with bag.","6,999",7 days Replacement,"Saturday, 8 June",In stock,https://www.amazon.in/Kadence-Acoustica-Ash-Wood-Equlizer/dp/B0757H5P13/ref=sr_1_43?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs&dib_tag=se&keywords=guitar&qid=1717413583&sprefix=%2Caps%2C212&sr=8-43
Kadence,"Kadence AstroMan Electric Guitar, 21 FRETS, ROSEWOOD FRETBOARD, H - S - S PICK UPS Black combo with Bag and guitar cable","7,999",7 days Replacement,"Saturday, 8 June",In stock,https://www.amazon.in/Kadence-Electric-Guitar-Rosewood-Fretboard/dp/B07BGW6JVL/ref=sr_1_44?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs&dib_tag=se&keywords=guitar&qid=1717413583&sprefix=%2Caps%2C212&sr=8-44
Kadence,"Kadence A281 Professional Acoustic Rosewood guitar (Natural, Beige)","6,799",7 days Replacement,"Saturday, 8 June",In stock,https://www.amazon.in/Kadence-Professional-Acoustic-Rosewood-Natural/dp/B0CC927DLN/ref=sr_1_45?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs&dib_tag=se&keywords=guitar&qid=1717413583&sprefix=%2Caps%2C212&sr=8-45
Kadence,"Kadence Slowhand Premium Jumbo Semi Acoustic Guitar with Heavy Padded Bag, guitar cable, Pro Capo (Black Spruce Wood)","9,999",7 days Replacement,"Saturday, 8 June",In stock,https://www.amazon.in/Kadence-Slowhand-Premium-Acoustic-Instrument/dp/B077SZ667X/ref=sr_1_46?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs&dib_tag=se&keywords=guitar&qid=1717413583&sprefix=%2Caps%2C212&sr=8-46
ENYA,"Enya Nova Go Carbon Fiber Acoustic Guitar 1/2 Size Beginner Adult Travel Acustica Guitarra w/Starter Bundle Kit of Colorful Packaging, Acoustic Guitar Strap, Gig Bag, Cleaning Cloth, String(White)","17,000",7 days Replacement,"Monday, 10 June",Only 2 left in stock.,https://www.amazon.in/Acoustic-Beginner-Acustica-Guitarra-Packaging/dp/B09JNTBFMC/ref=sr_1_49?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs&dib_tag=se&keywords=guitar&qid=1717413583&sprefix=%2Caps%2C212&sr=8-49
Kadence,"Kadence Frontier Semi Acoustic Jumbo Guitar 41"" with Learning Course, Die cast keys with Super Combo (Bag,strap,strings,capo And 3 picks) (Black, Electric Acoustic)","6,299",7 days Replacement,"Monday, 10 June",In stock,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Equalizer/dp/B01HRIHJWY/ref=sr_1_50?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs&dib_tag=se&keywords=guitar&qid=1717413583&sprefix=%2Caps%2C212&sr=8-50
REVEL,"Revel 38 Inches Lindenwood Cutaway Design Acoustic Guitar With Carry Bag And Plectrums (Natural, Beige)",-,-,-,-,https://www.amazon.in/Revel-RVL-38C-LGP-NT-Linden-Acoustic-Natural/dp/B085HVRHPS/ref=sr_1_51?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs&dib_tag=se&keywords=guitar&qid=1717413583&sprefix=%2Caps%2C212&sr=8-51
Fender,Fender Squier Affinity Strat Hh Burgandy Mist 0378051566 - Laurel Wood,"25,000",7 days Replacement,"Wednesday, 5 June",Only 2 left in stock.,https://www.amazon.in/Fender-Affinity-Stratocaster-fingerboard-Burgundy/dp/B091BK4GCZ/ref=sr_1_53?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs&dib_tag=se&keywords=guitar&qid=1717413583&sprefix=%2Caps%2C212&sr=8-53
Kadence,Kadence BB01 Dreadnought Acoustic Guitar + (free online learning Course) - Sunburst,"3,999",7 days Replacement,"Saturday, 8 June",In stock,https://www.amazon.in/Kadence-Dreadnought-Acoustic-Guitar-learning/dp/B0CH8G45XP/ref=sr_1_54?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs&dib_tag=se&keywords=guitar&qid=1717413583&sprefix=%2Caps%2C212&sr=8-54
VAULT,"Vault EA20CE Electro Acoustic Guitar Kit with Learn to Play Ebook, Bag, Strings, Straps, Picks, String winder & Polishing Cloth - 40 inch Cutaway Acoustic - Guitar","5,799",7 days Replacement,"Friday, 7 June",In stock,https://www.amazon.in/Cutaway-Electro-Acoustic-Strings-Polishing/dp/B093VHQZGD/ref=sr_1_55?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs&dib_tag=se&keywords=guitar&qid=1717413583&sprefix=%2Caps%2C212&sr=8-55
Fender,"Fender Squier Sonic Stratocaster Hss Maple Electric Guitar With Gig-Bag, Polishing Cloth, Strap, Picks & E-Book - Black","17,299",7 days Returnable,"Friday, 7 June",In stock,https://www.amazon.in/Fender-Stratocaster-Electric-Gig-Bag-Polishing/dp/B0CV9QX8SW/ref=sr_1_56?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs&dib_tag=se&keywords=guitar&qid=1717413583&sprefix=%2Caps%2C212&sr=8-56
-,SG Musical - Metal Guitar Stand - Universal Guitar Floor Stand,599,-,"Saturday, 8 June",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MjcxMjU4NDI1MTU4MTU0OjE3MTc0MTM1ODM6c3BfYnRmOjMwMDE1MTQ1NDkxODgzMjo6MDo6&url=%2FSG-Musical-Metal-Guitar-Universal%2Fdp%2FB0BG5M472T%2Fref%3Dsr_1_57_sspa%3Fcrid%3D1AK26YBQS39DZ%26dib%3DeyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1717413583%26sprefix%3D%252Caps%252C212%26sr%3D8-57-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
-,AmericanElm Wooden Guitar Shape for Crafts and Decoration - Laser Cut - Guitar Decor - Miniature Guitar,209,-,"Sunday, 9 June",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MjcxMjU4NDI1MTU4MTU0OjE3MTc0MTM1ODM6c3BfYnRmOjMwMDA1MTQxODc2ODAzMjo6MDo6&url=%2FAmericanElm-Wooden-Guitar-Crafts-Decoration%2Fdp%2FB09BR66DWS%2Fref%3Dsr_1_58_sspa%3Fcrid%3D1AK26YBQS39DZ%26dib%3DeyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1717413583%26sprefix%3D%252Caps%252C212%26sr%3D8-58-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
-,"SG Musical Guitar Belt, Guitar 4 pc. Silicon Protector, 4 pins",299,-,"Saturday, 8 June",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MjcxMjU4NDI1MTU4MTU0OjE3MTc0MTM1ODM6c3BfYnRmOjMwMDE1MTUyNjI3MzMzMjo6MDo6&url=%2FSG-Musical-Guitar-Silicon-Protector%2Fdp%2FB0BD47P3G1%2Fref%3Dsr_1_59_sspa%3Fcrid%3D1AK26YBQS39DZ%26dib%3DeyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1717413583%26sprefix%3D%252Caps%252C212%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
-,Ketsicart White Pearl Guitar Binding Purfling Strip Celluloid Guitar Binding Material Guitar Parts Accessories 6MM,766,-,"Saturday, 8 June",Only 1 left in stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MjcxMjU4NDI1MTU4MTU0OjE3MTc0MTM1ODM6c3BfYnRmOjMwMDEzMjUxNDYxODEzMjo6MDo6&url=%2FKetsicart-Purfling-Celluloid-Material-Accessories%2Fdp%2FB0CDS9V4WJ%2Fref%3Dsr_1_60_sspa%3Fcrid%3D1AK26YBQS39DZ%26dib%3DeyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv9VHAFZGAvnjiXP1ErC8wMb9qb2hwy7IU8xDKV0gPxtM5vblgBWj7EDxKlr338R-4kZ1boCfCg2_zLLmUzUPYSez5ORfZN8kxvWumuZytHYyRDHJ8UTu2lD1djyQau7Ce7b9WaAHd16INWZSKLVOdpNCXJmKds84xUnOAA_oBNQK_gKYjqaV9_vgfWmYIhTvXHEPFprasP5XHeNE9rqlcMpKq8NrRmCTzW_a6jrc61o0kpL81ZFix65hPsDy10kXdvLxJXqPKyRsgOTPqd5jhDw.AGpC5BDJOaluQuT07aqpxHl1wDcZIv1Mg77KSI702gs%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1717413583%26sprefix%3D%252Caps%252C212%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Kadence,"Kadence Guitar Slowhand Series Premium Electric Acoustic Mahogany body Demi Cutaway Jumbo Guitar 41” Combo with Heavy Padded Bag, Instrument cable, Pro Capo, Picks, and String Set (Mahogany SH03)","10,499",7 days Replacement,"Saturday, 8 June",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzYxNDI5ODU5NTI3MTU0OjE3MTc0MTM1OTk6c3BfYXRmX25leHQ6MjAwNjcxNDM0OTYyMDQ6OjA6Og&url=%2FKadence-Slowhand-Acoustic-Mahagony-Instrument%2Fdp%2FB077T7GXFV%2Fref%3Dsr_1_49_sspa%3Fcrid%3D1AK26YBQS39DZ%26dib%3DeyJ2IjoiMSJ9.5Jqjkw5PqNY7w0MTi9diU3IwxszpjnxxMPoP8wQAMC8Fk2VXT-GaTot_2o13L-85eP2gavYKjkE8oGjB_jaiCoiQnr3qkIF2HGcmvBRt5p4.FN6Er-Zw79maNSRHvudt--YHgHP3-5gftRKRCLyw5IU%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1717413599%26sprefix%3D%252Caps%252C212%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Generic,"Guitar Kit Set Guitar Strings Changing Kit Guitar Tool Kit with 6 Strings, 6 Multicolored Picks, 1 String Winder cutter, 1 Guitar Tuner for Acoustic Guitars",699,-,"Thursday, 6 June",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzYxNDI5ODU5NTI3MTU0OjE3MTc0MTM1OTk6c3BfYXRmX25leHQ6MzAwMTM0NjY2Mzc1MDMyOjowOjo&url=%2FStrings-Changing-Multicolored-Acoustic-Guitars%2Fdp%2FB0CNRY3DG6%2Fref%3Dsr_1_51_sspa%3Fcrid%3D1AK26YBQS39DZ%26dib%3DeyJ2IjoiMSJ9.5Jqjkw5PqNY7w0MTi9diU3IwxszpjnxxMPoP8wQAMC8Fk2VXT-GaTot_2o13L-85eP2gavYKjkE8oGjB_jaiCoiQnr3qkIF2HGcmvBRt5p4.FN6Er-Zw79maNSRHvudt--YHgHP3-5gftRKRCLyw5IU%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1717413599%26sprefix%3D%252Caps%252C212%26sr%3D8-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
-,AmericanElm Wooden Guitar Shape for Crafts and Decoration - Laser Cut - Guitar Decor - Miniature Guitar,189,-,"Sunday, 9 June",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzYxNDI5ODU5NTI3MTU0OjE3MTc0MTM1OTk6c3BfYXRmX25leHQ6MzAwMDUxNDE4NzY4ODMyOjowOjo&url=%2FAmericanElm-Wooden-Guitar-Crafts-Decoration%2Fdp%2FB09BR4MKB8%2Fref%3Dsr_1_52_sspa%3Fcrid%3D1AK26YBQS39DZ%26dib%3DeyJ2IjoiMSJ9.5Jqjkw5PqNY7w0MTi9diU3IwxszpjnxxMPoP8wQAMC8Fk2VXT-GaTot_2o13L-85eP2gavYKjkE8oGjB_jaiCoiQnr3qkIF2HGcmvBRt5p4.FN6Er-Zw79maNSRHvudt--YHgHP3-5gftRKRCLyw5IU%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1717413599%26sprefix%3D%252Caps%252C212%26sr%3D8-52-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
VAULT,"Vault EA20 Guitar Kit with Learn to Play Ebook, Bag, Strings, Straps, Picks, String winder & Polishing Cloth - 40 inch Cutaway Acoustic Guitar Black","4,899",7 days Replacement,"Wednesday, 5 June",In stock,https://www.amazon.in/Guitar-Strings-Straps-String-Polishing/dp/B097N7NGHD/ref=sr_1_55?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.5Jqjkw5PqNY7w0MTi9diU3IwxszpjnxxMPoP8wQAMC8Fk2VXT-GaTot_2o13L-85eP2gavYKjkE8oGjB_jaiCoiQnr3qkIF2HGcmvBRt5p4.FN6Er-Zw79maNSRHvudt--YHgHP3-5gftRKRCLyw5IU&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-55
MOCKING BIRD,MOCKING BIRD 38c Acoustic Guitar for Beginners Musical Instruments For Adults premium kit wood curved cutaway design Guitar Accessories with string & 5 picks & bag for beige (Honey Brown),"3,136",7 days Replacement,"Wednesday, 5 June",In stock,https://www.amazon.in/MOCKING-BIRD-Beginners-Instruments-Accessories/dp/B0CP24BLFD/ref=sr_1_56?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.5Jqjkw5PqNY7w0MTi9diU3IwxszpjnxxMPoP8wQAMC8Fk2VXT-GaTot_2o13L-85eP2gavYKjkE8oGjB_jaiCoiQnr3qkIF2HGcmvBRt5p4.FN6Er-Zw79maNSRHvudt--YHgHP3-5gftRKRCLyw5IU&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-56
VAULT,"Vault EA20 Guitar Kit with Learn to Play Ebook, Bag, Strings, Straps, Picks, String winder & Polishing Cloth - 40 inch Cutaway Acoustic Guitar - Sunburst","4,899",7 days Replacement,"Wednesday, 5 June",In stock,https://www.amazon.in/Guitar-Strings-Straps-String-Polishing/dp/B097NBN2QY/ref=sr_1_57?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.5Jqjkw5PqNY7w0MTi9diU3IwxszpjnxxMPoP8wQAMC8Fk2VXT-GaTot_2o13L-85eP2gavYKjkE8oGjB_jaiCoiQnr3qkIF2HGcmvBRt5p4.FN6Er-Zw79maNSRHvudt--YHgHP3-5gftRKRCLyw5IU&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-57
Orangewood,ORANGEWOOD GUITARS Rey-M Grand Auditorium Cutaway Layered Mahogany Top 41 Inches Acoustic Guitar,"12,900",7 days Replacement,"Wednesday, 5 June",Only 2 left in stock.,https://www.amazon.in/Orangewood-Auditorium-Acoustic-Mahogany-Earthwood/dp/B07BN7JMX3/ref=sr_1_58?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.5Jqjkw5PqNY7w0MTi9diU3IwxszpjnxxMPoP8wQAMC8Fk2VXT-GaTot_2o13L-85eP2gavYKjkE8oGjB_jaiCoiQnr3qkIF2HGcmvBRt5p4.FN6Er-Zw79maNSRHvudt--YHgHP3-5gftRKRCLyw5IU&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-58
