Brand Name,Name of the Product,price,Return/Exchange,Expected Delivery,Availability,Product URL
YAMAHA,"Yamaha F280 Acoustic sprucewood Guitar Dreadnought With Mexa Guitar Bag, Belt, String Set, Plectrums & Guitar StAnd (Tsb)","8,999",7 days Replacement,"Friday, 7 June",Only 2 left in stock.,https://www.amazon.in/Yamaha-F280-Acoustic-Dreadnought-Plectrum/dp/B08VN2V5V3/ref=sr_1_52?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-52
-,DOMENICO Guitar 4-String plastic Acoustic Guitar Musical Instrument For Learning (23 Inches),949,7 days Replacement,"Wednesday, 5 June",In stock,https://www.amazon.in/DOMENICO-4-String-Acoustic-Instrument-Learning/dp/B09M9VKRK8/ref=sr_1_53?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-53
Yamaha,Yamaha FS80C 25 Incheses sprucewood The Ultimate Concert Body Cutaway Acoustic Guitar (Black) With Bajaao Gig-Bag,"8,989",7 days Replacement,"Friday, 7 June",In stock,https://www.amazon.in/Ultimate-Concert-Cutaway-Acoustic-Bajaao/dp/B08WHWKKV5/ref=sr_1_54?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-54
-,"Enya NOVA Go SP1 Carbon Fiber Acoustic Electric Guitar with Smart AcousticPlus 35 Inch Travel Acustica Guitarra Starter Bundle Kit of Gig Bag, Strap, Strings, Charging/ Instrument Cable(Black)",-,-,-,-,https://www.amazon.in/NOVA-SP1-Acoustic-AcousticPlus-Instrument/dp/B0BHZFCVL3/ref=sr_1_58?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-58
Kadence,"Kadence Acoustica A01 34"" Spruce Wood Acoustic Guitar, Rosewood fretboard, Travel guitar, Small size guitar with bag and learning course (34"" Small Guitar)","4,799",7 days Replacement,"Saturday, 8 June",In stock,https://www.amazon.in/Kadence-Acoustica-Acoustic-Rosewood-fretboard/dp/B0CZ9HBCJS/ref=sr_1_59?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-59
VAULT,"Vault EA20 Left Handed Acoustic Guitar with Learn to Play Ebook, Bag, Strings, Straps, Picks, String winder & Polishing Cloth - 40 inch Cutaway Acoustic Guitar Natural","4,949",7 days Replacement,"Thursday, 6 June",In stock,https://www.amazon.in/Vault-Cutaway-acoustic-Guitar-Natural/dp/B08WHGGSH9/ref=sr_1_61?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-61
PS Signature,"Ps Signature 41Inch Acoustic Guitar Black Matte New Model (Free 1 Set Strings, 3 Picks, Bag & Belt) - Tonewood","3,799",-,"Saturday, 8 June",In stock,https://www.amazon.in/PS-Signature-41inch-Acoustic-Strings/dp/B0CGXL3VKG/ref=sr_1_62?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-62
FESTRA,"Festra 38C, Acoustic Guitar Kit with Bag, Strap, One Pack Strings And 2 Picks - 38 Inch (Sunburst)","2,450",7 days Replacement,"Thursday, 6 June",In stock,https://www.amazon.in/Festra-38C-Acoustic-Strings-Sunburst/dp/B09JT67MS5/ref=sr_1_64?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-64
VAULT,"Vault DA20 Dreadnought Acoustic Guitar With Gig-Bag, Picks, Strings Set, String Winder, Strap, Polishing Cloth And Allen Key","4,899",7 days Replacement,"Thursday, 6 June",In stock,https://www.amazon.in/Dreadnought-Acoustic-Gig-Bag-Strings-Polishing/dp/B0BJJRJVHY/ref=sr_1_65?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-65
-,"GADGETS WRAP Logo Musical Instrument Guitar Sticker Decal (Black), Pack of 1, Vinyl",299,-,"Wednesday, 5 June",In stock,https://www.amazon.in/Gadgets-Pattren-Musical-Instument-Decal_IC90/dp/B07F8PY6DM/ref=sr_1_66?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-66
WESTWOOD,Westwood (DC-10-TBK) Acoustic Guitar (Transparent Black),"9,690",7 days Replacement,"Wednesday, 5 June",Only 1 left in stock.,https://www.amazon.in/Westwood-DC-10Bk-Acoustic-Guitar-Black/dp/B0BX6B473D/ref=sr_1_69?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-69
blueberry,"BLUEBERRY B40L, Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks - 40 Inch (Classic Maroon)","4,590",7 days Replacement,"Thursday, 6 June",In stock,https://www.amazon.in/Blueberry-Acoustic-Inbuilt-Strings-Classic/dp/B09VLF8B8G/ref=sr_1_70?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-70
VAULT,Vault ST1 Premium Electric Guitar - White,"8,899",7 days Replacement,"Friday, 7 June",In stock,https://www.amazon.in/Vault-ST1-Premium-Electric-Guitar/dp/B09GLYSJ8W/ref=sr_1_71?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-71
Neowood,"Neowood FLYM, Acoustic Guitar with Touch Pikup, Bag, Plectrums, finger Protectors & Neowood String Set (Wine red)","5,234",7 days Replacement,"Wednesday, 5 June",In stock,https://www.amazon.in/Neowood-FLYM-Acoustic-Guitar-Plectrums/dp/B0BRJ7GB54/ref=sr_1_72?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-72
Fender,Fender Acoustic Guitar Pack > Fa-115 Nat (0971210721) - Rosewood,"10,999",7 days Replacement,"Wednesday, 5 June",In stock,https://www.amazon.in/Fender-FA-115-Dreadnought-Acoustic-Guitar/dp/B07NMDYPVH/ref=sr_1_73?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-73
MOCKING BIRD,MOCKING BIRD 38c Acoustic Guitar for Beginners Musical Instruments For Adults premium kit wood curved cutaway design Guitar Accessories with string & 5 picks & bag for beige (Red),"3,298",7 days Replacement,"Wednesday, 5 June",Only 1 left in stock.,https://www.amazon.in/MOCKING-BIRD-Beginners-Instruments-Accessories/dp/B0CMXHQH75/ref=sr_1_74?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-74
Armonia,"Armonia A-38C 38inch Acoustic Guitar Kit with Bag, Strap, One Pack Strings And 2 Picks (Black)","2,349",7 days Replacement,"Saturday, 8 June",Only 1 left in stock.,https://www.amazon.in/Armonia-38inch-Acoustic-Guitar-Strings/dp/B0CJ5KXSQ6/ref=sr_1_77?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-77
Yamaha,Yamaha PACIFICA012 Agathis Wood Electric Guitar - Black,"17,490",7 days Replacement,"Thursday, 6 June",In stock,https://www.amazon.in/Yamaha-Pacifica-PAC012-Electric-Guitar/dp/B00123DQT6/ref=sr_1_80?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-80
Donner,"Donner Silent Guitar, Mahogany","23,879",7 days Replacement,"Saturday, 8 June",Only 1 left in stock.,https://www.amazon.in/Donner-Silent-Guitar-Mahogany/dp/B09Q8CXL2K/ref=sr_1_81?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-81
AEROBAND,"AeroBand Guitar Stringless, Acoustic Electric Travel Guitar, Portable Silent Guitar with Removable Fretboard Smart Guitar for Beginners, Adults, Teenagers, Gift","49,999",-,"Thursday, 13 June",Only 1 left in stock.,https://www.amazon.in/Stringless-Removable-Fretboard-Beginners-Teenagers/dp/B0CJ4QWR9Y/ref=sr_1_82?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-82
VAULT,Vault EA40TBK 41 inch Premium Solid Spruce-Top Cutaway Acoustic Guitar (Black),"7,399",7 days Replacement,"Thursday, 6 June",In stock,https://www.amazon.in/EA40TBK-Premium-Spruce-Top-Cutaway-Acoustic/dp/B0BW3QYHV1/ref=sr_1_83?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-83
Cort,Cort GA-MEDX 25.5 Inches Wood Electro Acoustic Guitar With Bag.(OP),"14,945",7 days Replacement,"Friday, 7 June",Only 1 left in stock.,https://www.amazon.in/Cort-GA-MEDX-Electro-Acoustic-Guitar/dp/B09Y3FVX6Y/ref=sr_1_84?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-84
Medellin,"Medellin Acoustic Guitar + (Free online learning Course) Neon Green with Strings,Bag,Picks and guitar strap.","2,599",7 days Replacement,"Saturday, 8 June",In stock,https://www.amazon.in/Medellin-Acoustic-Guitar-learning-Strings/dp/B0CCNS2NDX/ref=sr_1_85?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-85
Intern,"INTERN 41 inches Acoustic Guitar with truss rod. Includes carry bag, strings pack, strap & plectrums. Premium Wooden durable","4,324",7 days Replacement,"Friday, 7 June",In stock,https://www.amazon.in/Acoustic-plectrums-stability-age-groups-Sparkling/dp/B09YH8C4D5/ref=sr_1_86?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-86
Henrix,"Henrix 38CE 38 Inch Cutaway Electro-Acoustic Guitar With Dual Action Truss Rod, Gigbag, Picks, String Set, String Winder, Strap, Polishing Cloth & Ebook - Natural","3,999",7 days Replacement,"Thursday, 6 June",In stock,https://www.amazon.in/Henrix-Cutaway-Electro-Acoustic-Guitar-Polishing/dp/B0BJJTZPY8/ref=sr_1_87?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-87
